UID,growth_stage,label_quality
bjhcgGNy,4,1
4rw7ILmX,7,1
Fhe6Aiz1,4,2
0raL9EO2,4,1
fyXmZnqM,7,1
nIx0ByrY,5,1
9wthdjF7,7,1
40GMwzuZ,1,1
6l3vHrk7,5,2
msQ2VRfZ,1,1
Kafq8rbk,4,2
xZwTCPGN,7,1
EJboAgL4,7,1
bszKQeFy,1,1
dG9h7YDz,1,1
8tKWOZpL,4,2
eK1pfFTR,1,1
FsQxj40h,7,1
ST0GtfbN,5,1
PmoV8nGS,5,1
96uVFMv2,6,1
slGhSP46,1,1
fkP0FE43,2,2
uEZHzs0j,4,2
0qFji6dC,4,1
MY9gR3Vd,7,1
AMLiHx1n,4,2
LGNDecnj,1,1
klTBrm2j,5,1
wpZVysWY,7,1
NjOXcRuT,1,1
Kqgdm3lw,3,2
KGOeAyi4,7,1
dF8yJA26,1,1
3kGvIbwK,1,1
HyM69xvW,4,2
VoDq1j7k,2,1
Fpso0IqY,7,1
KrexZGwN,2,1
PIaJQ5lu,6,1
pTxj7BHd,4,2
tYHIbjQg,1,1
FPMgLbSW,5,1
ythZABg6,1,1
h647tKqr,2,2
1dTLIRlD,1,1
4BDZN7Kb,7,1
O34pkcqC,4,2
gn2D1YtQ,4,2
KSIJCLuM,4,1
pr6AOseh,7,2
uar0ODSx,7,1
jJDoLVlE,6,1
WikDagmT,1,1
0qHRPvg3,1,1
2NVLTcg3,5,1
05CuzaKJ,7,1
MKjVn4UC,1,1
eqYCAH0g,1,1
Gajb90xo,7,1
qf24CSM7,1,1
sCBmYr4b,1,1
SoNd5VkF,6,1
JFjhQIWo,3,2
wpGO47Dm,4,1
YgDSdoIf,2,1
EqKBjcuM,7,2
eHsb12nJ,2,1
BITiaLOg,5,1
NFj2tBaw,1,1
aIkhEOAx,7,2
ERhupUm4,7,1
oRiZOGvh,7,1
lViuec6k,4,2
YhlQ1ke4,3,2
Lw8oOVfc,7,1
Jmr9MlT6,7,2
TsbJvELP,7,1
Rh1jSmk4,5,2
ycHEUwdN,5,2
kJmPEfdz,1,1
FMtwNEdk,5,2
6ZheUG7v,7,2
AgkWqrdx,7,1
2czm4uTC,1,1
WYcDVSya,7,1
CaNYW3Jp,1,1
Zg6kyIdi,1,1
Nmui8Era,7,1
8YxWfOGd,2,1
7OQ5xqgL,1,1
kLwOKsGH,7,1
MuTnGRZw,1,1
LVrFTsoZ,6,1
xEpVMk4Q,6,1
KJegWrSH,7,2
OoRYr6hm,5,1
jlIH9zkc,2,1
t4i3fmjM,7,1
5IWsS4zO,1,1
6ZeI3Mp2,1,1
YqTkAM8V,4,1
zvSkeHIn,7,1
QSNhOV8K,4,1
l1Xqh3mp,1,1
YFbPRZ6o,6,1
Av4gkf82,6,1
iSwfsg5q,1,1
pl5VaShi,5,1
FCUKM5cw,5,1
kqzYi1bN,2,2
kPjTARiK,4,2
X1pVj6M8,1,1
T3ZCQd91,4,2
XmJs4eSp,1,1
MceBuPGX,1,1
lIvyxr2G,1,1
rYg3hZtk,1,1
4x07vCy3,4,2
BTWHFQdr,7,1
MLqmy0JD,1,1
G2MywjQl,7,1
tiRn9aQf,5,2
hKivHLU2,7,2
mCNncFv2,7,2
J32vLxhC,1,1
EejHnz2T,1,1
VnfPEem4,2,1
Zow1eFEQ,1,1
aRNqo4iJ,7,1
svcr83l7,7,1
FQreidu3,3,2
hAtEC9bq,1,1
wLFHta5K,7,1
ZpQKBX5r,7,1
3TVXGAn4,1,1
3qXxMS1J,1,1
dhMGa1vy,1,1
9qylN4AF,2,2
HfACjQGV,1,1
ZIwVpcfa,1,1
K9PjCMag,6,1
2KnC81O4,2,1
QzhLcm3T,2,1
4LdKxeA1,7,1
ocIxTjfC,2,1
uL2jC9Mt,6,1
xdIV87ol,4,1
myn0Ptdv,7,1
9DKjmFSC,5,1
HhlXJs5Y,7,1
OyjKYrX0,2,2
MjwKpvqI,4,2
BtaiNvKO,4,2
jC6xakuZ,4,2
VinNMfsm,3,2
8o94viOh,5,1
D8vbShR9,7,2
o1xudXR2,4,1
jDuhpL3y,1,1
osMeItpy,7,1
owDaP7cd,4,1
IxVGCbZl,3,2
QY9aWJdo,4,2
ByvLpd4Q,5,1
1badfo7g,3,2
K0DHVmCS,7,1
VfLdFBaJ,2,1
EKUAQVIi,1,1
VYWey2pQ,2,2
V2Tbt6zG,1,1
XxYAtWzs,5,1
O8VeprvZ,2,1
qRr9vjEV,4,2
8EpxnBaZ,7,1
0JsUZmEg,1,1
mIu68jaK,5,2
xJB19fH5,2,1
XwvRmIsG,2,1
oFEvGNUD,2,1
ibyzuftl,7,1
v4o86Ij5,7,1
gPWfmE0v,4,2
7e0pZDwv,1,1
uM7Q96Io,6,1
qrslIdvW,1,1
IqjZsWar,4,2
JSUrQfW1,1,1
pG4uD628,5,1
oFGOrCXB,1,1
Z3AxGK0J,2,2
ZS1Ctrbh,4,2
u4yhi1DJ,7,1
X6jgtKQl,1,1
lREVBp0Q,1,1
aVOrxN8X,1,1
9RxrVBh0,4,1
m2WMunqD,1,1
Bm1L6E47,5,1
Xb21BmZp,7,1
QdMH5P2e,5,1
mxTJr8ht,2,2
MJT8EA4u,5,1
yiRD1jo7,7,1
MiucRJ5X,4,1
0mGM7hBu,1,1
gYqtOArM,1,1
M2NpDbcw,7,1
QmIxg9XH,1,1
EQGc8D60,1,1
TipOYqVd,2,1
sr5u4v1A,3,2
lc3kd8VE,2,1
8x016uhe,4,2
xdaPs2lG,4,2
9gHSfY6i,6,1
magnFqJo,3,2
BnoRFgSp,5,1
Th4KCWPA,7,1
wAuyaJ5l,5,1
P9Dyb4oM,1,1
2G9WEvnx,1,1
7AikO3Sq,5,1
CiVzReBv,6,1
9fBUgbLh,7,1
RCOw7ino,4,2
8nX36tkM,3,2
VyKQM1PD,7,1
TpuviohR,5,1
oVBRckq5,7,1
nqsNtweh,1,1
nbSlgopF,4,1
oidWz8Bm,1,1
kdSer2UH,7,1
k53ADCWY,1,1
AuJNP5js,1,1
TKP9DfNC,1,1
cX0YlDu4,5,2
qAxZXWlu,2,1
2wV5dW3a,4,2
fM4qcwbQ,2,1
FdKml4zD,1,1
H2bhO8cf,2,1
rXAIHlDs,7,1
3rUHZ2Xj,2,1
5nQO6Bs1,1,1
bmvNLoyD,1,1
06ge7FJQ,5,1
TBIVhiJM,5,1
IxET6FnN,4,2
tgxcwWuz,1,1
ZkxQp2qc,3,2
ZEFb5Gu8,7,1
3TEtzKhP,4,2
opbSCH5t,6,1
xdBXkgCU,1,1
StQfUxLI,4,2
xlX1D4aL,4,1
K0esXta7,5,1
swhAFGf9,7,1
b5fNeBiD,7,1
eC2Uf4JB,3,2
A9IGMlgc,5,1
AlBC72W9,6,1
wyz4j2I9,6,1
ajbtCrzg,6,1
ulpgAMZQ,1,1
wK2XRqa1,1,1
PEwxsegH,1,1
OeYLaHPg,7,1
f1l3Ra7b,2,1
9ZPpl4Tm,4,2
ZTDgs596,1,1
pS3Wh2dO,7,2
eMAU9647,2,1
GNAP1wyF,5,1
A9bW4qXu,1,1
SOtqc5rB,1,1
hzZtJGlm,3,2
VQ0iZw5m,7,1
EMGmWyRF,7,1
5RjyP4vB,7,1
WfyrMU23,7,2
WSn1Tpaz,1,1
KfnrtxRw,2,2
1HQK3A6M,7,1
vAIgiV0H,3,2
up9Vsmca,7,1
JkpH8yGq,7,2
d8LvnjrW,1,1
Ur05fMsO,1,1
UC5of4gu,5,2
o62Q3F7B,6,1
ZmznF0if,7,1
jbsVvMnf,4,2
I6Ru7hUf,7,1
BmHezfAi,1,1
ZabLiWDq,5,1
96RjNLmO,4,1
rJ9wWVTa,4,1
TyDXpaYb,2,2
SAt2QI4v,7,1
eoE83flb,2,2
OrZ7juzv,1,1
T06xiLGl,1,1
TsEdqb0h,4,2
4zdfVLWN,7,1
8AlOtiWk,7,1
8dhjPN5Y,2,1
e5EgxV3q,5,1
W3Pn4lwf,7,1
kEhb9uUq,2,2
bafcMKCA,1,1
lZiwObnk,7,1
SDxGdOAX,4,1
ENAs6Dqh,3,2
jgoNqWPM,1,1
YIqr8cyu,6,1
I5SDl1q0,4,1
FG0czBe9,2,1
i5kxPsHc,1,1
LSIvnNMK,7,1
HNMSvXk7,7,1
FLxldOsC,7,1
og8vSX97,7,1
7wcNUaqS,4,2
43GmgeHC,7,1
5ir3kmKg,1,1
32lWNYRb,4,2
bUZkjiMs,7,1
IVGPpr1W,3,2
IF8TrdD3,1,1
dQYwu2vH,1,1
g7u5bMjJ,1,1
a0Lfqgmx,7,2
dGsPLzkc,3,2
dE0QgAfT,5,1
YLkwUvcr,6,1
gZbsOxJR,1,1
SlveRLqZ,2,1
GiaMuWfI,7,2
k3i0lzsj,1,1
EZbJhoOa,3,2
uMlRa9V6,5,1
OdrwL9R7,6,1
sMod1xUV,1,1
7D9Ati1H,6,1
qvCeBdb4,2,2
l3E6JfOX,4,2
wb7jK5en,2,1
PDxdZQzV,5,1
uZJOYgDe,3,2
YJljw1Wg,2,2
A2qPfohj,3,2
FU9PYlHT,2,1
McJuzgVT,3,2
iCVTaSgR,6,1
cG67sx2Z,1,1
mfMSIPkH,3,2
FKielH3s,1,1
c26fvNP9,3,2
H0nSoIVM,7,1
5bHUO4oR,2,1
ly6xuZOE,5,2
P3CF7TwH,7,1
kOn9vrMp,1,1
dBjIJihQ,5,1
lJgMvjtX,7,1
nqMSi9gc,1,1
jW7YJPLS,5,2
xJuhIzLi,4,2
6MHbI8Qc,4,2
RVNhIrBP,2,1
m5nTUjXg,2,1
xM1HdCQJ,7,1
oLJXUlvt,7,2
NUk5YRhs,1,1
mvcxa4Zn,1,1
rdYcnPX3,1,1
Z0FvKVnl,5,1
VTqdzbWm,5,2
yu3cXCJU,2,2
43CcRw2e,1,1
L4iUetfD,3,2
vAStH4LW,1,1
7YZa42KL,1,1
jNTcfbBS,7,1
1HU4a50Z,1,1
oJk7gqG1,1,1
iwo9epnt,1,1
gzEIwuF2,7,1
FyZ6P1Mc,5,2
UbZazcBC,1,1
4lINa80x,2,2
iwF1LxdN,7,1
mLOkNqUY,4,2
XUGdxaMc,4,2
OSKHRsYa,4,2
jhVwczIn,1,1
d8qkoebC,4,1
oaFSQOU9,2,1
PbMuQanw,1,1
kPRaBW6x,7,1
B2bwahtS,4,2
56MECky4,4,2
Cp2itgP1,1,1
cXOURbKP,3,2
D4vTCBXQ,5,1
cIS2FNTW,1,1
X6VRwfTF,1,1
SV2k8PjQ,3,2
aReh1YA7,7,1
a9NK1p6z,7,1
o2JkB8Su,1,1
IQyxOWFf,5,2
l4f2QG8E,4,1
0mc7tvAs,7,1
HjvwYu4R,4,2
Ax5qiNhW,5,1
MplaeSn7,7,1
nAhcwGuO,5,2
OzYfkM8H,2,1
WSqsbcx6,7,1
hj4mOrQt,4,1
mBAESVGX,7,1
AGQLqzf1,7,1
NiaqxeTm,1,1
OuQx8rE6,4,1
pdnJXxmh,1,1
2SPImEl9,3,2
k8lpzA5K,2,2
LNhOelys,1,1
sJ16kjhO,1,1
4ygx9dH0,4,2
eOzDFQ7J,7,1
BUqfG7Mo,6,1
9iIOXnfS,1,1
x5gzby4N,4,2
Nt20WMEj,2,2
KH37oMCx,1,1
R3ba0Mps,7,1
tauvsPC7,1,1
7DWoLyj0,1,1
xd9WuR1b,1,1
gdLjnsbT,7,1
EC0KHkp2,1,1
C9m46q7t,1,1
WR8QVFup,6,1
wFNJUo1Z,3,2
KDhMgAbZ,5,1
KL8m7tU5,7,1
rmhk0Txa,4,2
4M6Ck5Og,4,2
oO1cWZJs,1,1
uMP2EaLJ,3,2
yPacQTlL,5,2
XnLdmwCU,1,1
IJ2WHdSE,1,1
zpEdJrNl,1,1
f8WrzkZA,1,1
UA3gkMZd,2,1
OB7L1bxt,2,1
KsEUcP1v,4,1
tKu9MIRj,7,1
fKIPJj40,1,1
KURCf1GY,2,1
bhleLWjn,7,1
EGO0HBb1,3,2
ZDn1KVIB,4,2
bP8AVyqN,6,1
F7AMVXdh,2,1
YSTbyvM4,4,2
Sm84vHs1,2,2
5ayH7JSB,1,1
DgUMbAdp,4,2
xH1EGAwc,4,2
kWTjeUA1,1,1
oDtYbwKq,1,1
DeEacoqz,2,1
7lPbQ8i9,1,1
PLo1y6xY,2,2
xowz5Acj,7,1
E9dmr2lz,7,1
2nl9G8au,1,1
p1vP5C6Y,2,1
OdL2vAej,7,1
ysn7HuLC,7,2
D8A4iuIc,2,1
xiMY1BmW,5,1
QmYevHFz,1,1
USH4epNB,4,1
8OgtaNBe,4,1
lABkaEDU,1,1
3ymFCSPd,4,2
ZSJkdu0R,1,1
6Fz45B09,1,1
c1exEmh7,7,1
KDcBzLhJ,5,1
HfjO1u45,2,1
N0zWs4iy,7,1
fjxXh7IS,4,2
248D1jGO,2,1
Bj8swugI,4,2
zZc3mOvo,1,1
2CBYod5j,4,1
3Lz5sUmt,7,1
d3iDuKzB,1,1
Kn5mdizs,4,1
9vLqEmkz,3,2
JMfPksvH,3,2
4oLnrWJb,1,1
Me7Aq3Dr,2,2
0L95t6HQ,3,2
fZdqIHkn,4,1
schYLAk0,4,2
grTucBMP,4,1
Ld6ncAIp,7,1
1tDz9Y6j,1,1
wavrKOIu,3,2
4tIz2a1U,5,2
qBhIXQwA,5,1
cy3RVnFN,1,1
fwhUNO6M,1,1
yYCwlRJW,4,2
lZaQmMwE,1,1
zXRvsU0V,2,2
cktEN6BK,1,1
NU2mw7fR,5,1
BTC62Jck,7,1
95cdIuL8,3,2
Pxa2JGrn,1,1
SprY17Qa,4,2
Xw9nC18t,5,1
NqwhQDvx,1,1
Evj7yAH4,2,1
pgOdt497,1,1
f4dVgE91,3,2
Ei4Y8ur2,2,1
AHdt6lnN,7,2
mWJGNjFU,7,1
PUzqagf7,1,1
FNerLtXZ,1,1
YJDUG2X0,7,1
WeYNEZzV,5,1
ftJT9RdO,6,1
2Px38S5J,7,2
7tfs9Rcr,1,1
ItyV7bgZ,5,1
QwJz3WCn,3,2
3ic6BZzV,1,1
aBJL614Q,7,1
8OyAZMhQ,1,1
M6IoQba1,7,1
nxVsPRZ0,4,1
zk9eZMHn,5,1
5JYh4wQA,5,2
id1RAm0o,4,2
M70Vx6Rc,7,1
wWd40Dg3,5,1
18jpusZw,2,1
AcwVWh70,7,1
A6okpr4e,1,1
HfQlr2tV,5,1
VGZO3lWw,7,1
pLnwmU1z,4,2
201TSsNk,1,1
Wba2YTpX,7,1
7PLeDdS3,4,2
TO3NjPWg,4,1
HJ0Z1p96,1,1
gNSOrusM,5,1
3qP9dico,2,1
7WeQ5TsP,2,1
NpniyBQj,7,1
MNIp5ZPx,2,2
DrO8oUaP,1,1
sHpxNF93,7,2
7zURiapw,1,1
Y0Zvk81Q,7,1
6jI9187q,4,2
6EjlZJiX,4,2
4wKDfyPA,7,1
yrLOm4Pt,4,2
OfxGoC6b,7,1
CZJBKHso,7,1
W2VAGylm,7,1
kjR5ECVp,7,1
sQmx0p23,2,2
gXxwfGY5,2,1
6mMjvHQu,5,1
ZXmH9Iq1,7,1
xsYLUXoE,1,1
Sbdlg73P,5,2
QdVUExC9,5,1
UVRgl8HB,1,1
8WMJeh9p,7,1
BOQvXfkE,5,2
75EOkPmC,2,2
3sFg5QWR,2,1
XSdq4slZ,6,1
wXZhQUL5,6,1
rFhnPNZ7,4,1
GelXjgHq,7,2
Zj7MOS0i,1,1
E1fta6iV,7,2
yBfshxdY,3,2
QqF7VOhL,4,2
deR9zyLX,1,1
ZVmyHsqz,2,1
6jHukfTC,5,2
QXmxfk9E,1,1
PHMniY27,4,2
QapEcjCK,4,2
tV4DMlba,1,1
RxpfgHA2,3,2
mfxyMtJ3,5,1
VC364efw,6,1
BXMeuFcm,3,2
QaXESFbm,2,1
7VfvFt94,4,2
gIE6viJV,1,1
1UtsvGfi,2,2
7FPTue4p,1,1
SG1PrDd8,6,1
ERMmpBsb,4,2
NCs3liL7,1,1
sATjKoZz,1,1
FDHBfV5X,5,1
DcEFAKNY,5,1
gfbqMFJp,7,2
kNJlgih8,7,1
cyetI0ZP,2,1
5FMwes2p,1,1
9c10KmSd,1,1
EUpZgeRL,4,2
2QFxoMUz,5,1
Wq2EyC1O,1,1
7EsO1TPC,7,1
IU8PZA0L,4,2
fKT8uwy3,3,2
d48hjTlo,7,1
3Vw6BDxH,4,1
BC1cxX0Y,2,2
wSLEPbsu,7,1
uhAbdDzF,2,2
IpHEsFaY,7,1
45t3keCv,4,2
ETqnM7wN,6,1
FbI2of47,4,1
SDwOgnev,4,2
kSL14lEZ,3,2
S0V7fARv,4,2
I57s0pbB,2,1
FUbMIJPq,1,1
j92mh7qp,2,2
DBwLPyI6,1,1
0orjkTgB,5,2
AT86xHwi,4,1
rs875uFU,1,1
yrFWgShu,5,1
dv6K4k5J,7,1
hmuWNlxa,7,1
K2kJu9dg,7,2
9XlQHGB6,5,1
3PSVQ9fW,7,1
uF10P9Hp,3,2
pw3W5jmO,7,1
0oksughJ,1,1
J3KvRZSb,7,1
62C5RGp4,7,1
o0x3wVk5,1,1
r78xtjnb,2,1
TrnO6N5w,1,1
T2GVJv5p,5,1
ogzp2MLy,4,2
j1Ht7AZM,4,1
YwQkj8CO,3,2
NW4ezXIa,1,1
SbtEwQ2l,4,2
K94pzEts,1,1
1eGIcHz0,6,1
x7Dawf5d,1,1
Iy3nPGQ0,7,1
V97bx8vH,7,1
fXJROEWl,7,1
4WicHdNz,1,1
cw2OQh7l,1,1
Q3WHo7Xy,2,1
1Y5BDXPf,7,1
J1YGh4LR,5,1
gH5iYWJa,4,1
BMHW2ARI,4,1
sW7Phydn,7,2
aXDmjQrZ,2,1
hukVAxDb,1,1
Tt032Yhz,7,1
lDjwne1X,7,2
JHWe2Zqb,7,1
du56TNJ7,7,1
LOTzBfMP,1,1
cPTCb0dW,4,2
5v7nFk3r,5,1
6jg4kRWq,2,2
k0PZgrpH,1,1
3PseNxl0,1,1
edscEI1z,1,1
DrVjMTFn,7,1
79dv8SuQ,2,1
JS3uyj8p,1,1
eSQmulLq,5,2
iG9IXUSF,1,1
VtbNEO2o,1,1
cKweiNUB,1,1
HyRYtIQg,2,2
Oa07plNG,2,1
3vSIihsD,1,1
BSLhsqw2,7,1
EGKTXyRN,3,2
SzoNtfQB,7,1
1AFb9l3B,7,1
EOoNAmMz,1,1
zjHkKx5X,1,1
gQFTuosv,1,1
xHzTc0Ur,1,1
o5ZHsCbY,2,1
1T6qcUiQ,1,1
ugc7zlnf,1,1
jnEoORhS,1,1
FonB5vRI,1,1
PX7fEkDM,1,1
ofQRedcp,5,1
6K57OeZz,1,1
RsaBOSnr,1,1
5d3r4Kuk,3,2
Lp85fZcg,4,2
7uLPFWwR,5,1
Ha9AO18d,1,1
j0x3VKgH,2,1
wQ5VxolB,5,1
ADlRBkeS,4,2
tyIg1sd2,1,1
mPSZwWUz,7,2
G9wEJmrL,1,1
HmkUCSwl,7,1
8OgQAmHs,6,1
pmig3qb5,4,2
q7HZCnNO,7,1
6cZPF5qS,4,1
QEhFyRbp,1,1
dij1luap,2,1
KfNrjbGo,7,1
kZ1OMTHw,1,1
asAXSTgp,3,2
kYmXZgrK,1,1
hrmTM2nl,1,1
I1gvRkbx,7,1
MLcxnZCy,1,1
CyuVO6Q0,6,1
7Z6Iu5mi,2,1
Qqtm2RiL,4,2
ZjTCzn5i,4,2
CQZ69sSU,7,1
LRiFB5zl,7,2
AwfCdy1I,7,1
AfP1krhE,3,2
3JYpbycj,7,1
JAD9SCdf,1,1
Es7WtlJG,5,1
0al23qKo,1,1
xsZpweao,6,1
tByCUwDF,4,1
vpUaEMY1,1,1
Drt0KsaG,7,1
H6OyjMxb,2,1
CufDPgyv,4,2
yv1IiVbo,1,1
FTiaozG4,4,1
kjndHFV0,1,1
6hDXVj3Q,1,1
wjc1Rh8Q,1,1
7gARUEPt,7,1
HzIgwDsK,1,1
2BUu1dEl,5,1
zwiXsWrl,4,1
afpzEiOD,3,2
8A5L4Pb1,7,2
19RLbUaz,4,1
uUnRlbVr,2,1
mMU20X7B,7,1
WR6lnKew,7,1
oUDKCa6k,3,2
8tCvNmXf,2,1
JgMvu7Ha,7,1
yNClmRjJ,3,2
ZufKymgC,7,1
wTNEOmef,7,1
hFrJ4nS0,7,1
32Kt9QZz,5,1
CPhbiRU6,5,1
WbIeJtjK,1,1
OZDgJpXH,1,1
XoVLMbAS,7,1
wPsNXzV7,1,1
oXWq2G5c,4,2
4uRH0fQ2,7,2
UbEwNnqO,1,1
ixYTSum0,4,1
jvfiGQDZ,4,1
k3Q7ulPG,4,2
fJrYxPMj,3,2
4QZ1vO56,1,1
xEB5ZRFL,1,1
qwMb2s4o,4,1
CXrYPu9M,1,1
xa6Mukfd,1,1
Um2al1B9,5,1
bEfArNYo,2,1
iqNCulbk,5,2
XePfQGtA,4,1
glkXO0RG,1,1
HCIhZPxK,5,1
qCP9AagQ,4,1
X8kVOPmU,1,1
IwWGMnDy,1,1
W43v8DdM,3,2
0J5ey6zV,1,1
0wR5c3n8,2,1
sWS0wLrN,5,2
GgvHhsuq,1,1
eUVN8SkM,7,1
N2CZwokS,4,2
vUWfzSIb,1,1
lSRaYQ5e,7,1
EeVjLzt2,6,1
VXCk607L,1,1
8qmBvF7Q,1,1
klWKyQR1,1,1
G8leLnzk,7,1
Qhqn7e8y,7,1
ewEhISH0,1,1
NFDQwAYn,3,2
KJrhEHkL,4,2
vGU32jYu,1,1
JINQTFMS,4,1
Z9cfbQmR,3,2
OQA8Hwtg,7,1
8v5QTW6K,4,2
ISChkc8Z,1,1
gaXLAnYi,7,2
HacjxyCG,7,1
DPxLB0VZ,1,1
K2d0mukc,7,1
5VU0JkiH,1,1
2SIDjzTg,1,1
RFh6t5YD,4,2
4JiLNH1c,4,2
GUyuL8iH,1,1
IJwG2pyz,2,1
3tTUmzps,1,1
urMUWxLA,1,1
P9Jj0YBw,4,2
Tn3dZjHi,4,2
sNefKGVB,1,1
ktC465Fc,1,1
EWKXslxL,4,2
DGP3g6NC,2,1
bAJPrik7,2,1
5wZGgMQ4,7,1
Silo6WMe,7,1
wcoCQBYA,1,1
Rqjf0NoP,1,1
NFO5uU6y,6,1
LjWZRw9c,1,1
FiTMlAQb,1,1
5Xnsceji,1,1
khnPojML,1,1
fYjoEZCM,5,1
3MJc6ia0,4,1
RS7bgpU2,7,2
bf1kxoOm,1,1
uy7mzwe5,1,1
MBcfQk78,5,2
4yPwMKBJ,5,1
FxOsKJLu,1,1
tuhKiPEN,1,1
QtJXiVwx,7,1
UbEtMnpZ,7,1
wdlste86,4,2
t0KjQi1s,7,1
dexE3mcU,1,1
ASuUM8gb,4,2
sAgcJprG,3,2
skyX6DJ4,2,2
B8KMRAht,1,1
6DZGHcQa,1,1
nKWg9rBO,1,1
n5PxWiZA,1,1
CrG0TpUV,1,1
0DpucY4a,7,1
0S7K49m5,2,1
2VjE3m4v,3,2
s1f5u4yt,2,1
8wL4ACxt,5,1
zNFrGIqb,7,1
yvnhP3U0,1,1
vnXz4ODE,7,1
QNzOWd9e,7,1
71FBXnet,2,1
omQwGns7,1,1
47oQOzm3,4,2
6Q4eiDZU,5,1
j9PfLHWr,4,2
1dvrchfD,1,1
eoydcCl2,7,2
hQX0CuOt,2,1
wlnZEv3i,1,1
mPHhCdfv,1,1
AcXtM0f9,4,1
g5YuTHKD,2,1
bdyvR1U5,1,1
3gExNLbA,6,1
i2hsqGJE,1,1
xN2vJYfi,4,1
7VyWPtuI,7,2
jACLn0df,1,1
94EYopU7,1,1
LF8ym0sA,1,1
BAnzGTaL,2,2
ahzolR5P,6,1
H0TU86Qu,1,1
CunfeodY,1,1
Y2lIv8Zb,2,1
CDd9Rbf2,7,1
WVFEZzGR,1,1
xdaG450B,4,1
D7XqMTOn,4,2
Y5K4h83a,6,1
PD1vlzmk,7,1
8V76hrWk,7,1
GuqB0bmZ,4,1
zfPiFSJE,2,1
AlTSnZK1,2,1
4ZkUCi96,1,1
EIiJpH7V,7,1
YUCpSxwG,5,1
eVdDHKPf,7,1
ojy2VC1S,4,1
39L1TMJp,7,1
O8Rf3GtC,7,1
OgMiRn1Y,7,1
UHKminNe,2,2
rclzDBTU,1,1
ZxgtnEQk,4,1
pJXsIxbE,7,1
jGdHukWv,7,1
VEfpd8PF,4,2
W3vbMp8Z,4,2
eUIZF4vM,2,1
DcSA29Il,4,2
eT0Ohns1,7,1
kC73FdO2,6,1
tzWuTln8,3,2
jQBWGAO6,2,2
OiFt8qgH,5,1
0QHDKvF4,1,1
0CJpySZz,3,2
MwvbDSkG,4,2
ik8uPXRG,7,1
nka3iwrd,1,1
a4SKrIeV,7,1
V1bNO2zw,2,1
271uO5sx,4,1
dtzsuwKM,3,2
gyFvetoi,2,1
zlKTBAvc,7,1
vfqDhNIK,4,2
5e2ocnRT,1,1
vMq8ItZW,7,1
Isa7Wiqh,7,1
FnfUO0xK,7,1
9zD16nei,5,1
OCW2NZ4t,6,1
3of7TsWX,1,1
QBtvWc6k,1,1
5S3cuZLB,4,1
GFDlXUT1,2,1
F8ouI1nw,1,1
b3ipB76Z,4,1
WMe6oUdy,2,1
ClRBDymp,7,1
oUiwNJIk,7,1
AQp6vTse,4,2
h5c7FP2O,1,1
ISGiB6mZ,3,2
YmhKPq9S,4,2
3GZg0L9A,2,2
X2QhCObA,7,1
niT3rbGj,7,1
W4xw1GLB,7,1
YVLdy6FK,3,2
iB35F8Se,1,1
U36AvP4D,1,1
zcEhfYI4,7,1
J8bp5u92,7,1
VJuiQf6e,1,1
azjxwk29,2,1
nkHGuYhx,3,2
HOuBJi7k,1,1
B43vGXME,2,1
s7kTaM23,7,1
BUFr6Gwj,7,1
5YofFhgq,3,2
I2NHdLMw,7,1
WeIpcUxB,2,2
RegE8nl0,6,1
urHTix3L,3,2
ZR1QiEV0,4,2
u6rMVQd8,7,1
oL2HUqvX,4,2
dnYfBCL0,1,1
QJimZys3,6,1
2ALtG4v8,7,1
JsZogcib,7,1
R9vN2KZ8,1,1
WF9fI6Y8,1,1
oRIt87HC,1,1
TL0gyM2r,4,2
HDWtUyKS,1,1
eRNqjzGp,1,1
TX8zNw6L,1,1
BsjhT3OJ,7,1
51uFndQg,4,2
ch1laKbG,7,1
IQbAjFH8,1,1
XK3yiPqa,4,2
X2BIPWTe,3,2
EkLmU7TF,4,2
cNMeXY6R,4,2
WGEQ8vHO,1,1
ecNIkyYH,7,1
dGT7qUb1,4,2
7RWfFxPu,1,1
BoqslS3X,7,1
QEpZWD8T,5,1
jV4htoH6,1,1
PgHWOuQh,1,1
flG5g7HU,1,1
4HWPMqm9,3,2
BMAgjlrf,3,2
vuqShaPw,1,1
mkErt1yh,1,1
slkURw9C,5,1
XV2Yfvpc,1,1
1Fq7jd4r,4,2
ZM4mdBOb,1,1
x306Yo7T,7,1
F67Pmb9N,7,1
7kclsD1V,7,1
5hmgStr9,1,1
xSRHZyEr,7,1
hAvw9Yrb,2,2
8QyVYjTv,4,2
7SjLTQts,7,1
ZxhpC0KW,1,1
djt4mPf6,5,1
A82pQNun,7,1
i6xzEmpk,2,2
876POlVA,4,2
6tKhDWIi,7,1
TgsfIHAW,1,1
e7MC16d2,1,1
BguzI68Z,4,2
GxAg8o7R,1,1
bO2sA7u3,5,1
LHsGhFdk,2,1
26gRpIhf,3,2
JPvVok79,5,1
qQJuUljs,1,1
VgJYGWy7,1,1
xVcSompb,7,1
2teJmgx6,4,2
jYnBfCGF,7,1
ikDf9FGP,5,2
CLUYrHJF,1,1
Smc1VypO,5,1
Zi8zCxek,7,1
wJhBW1dA,4,2
S3IZaR16,2,1
sRbnko2U,4,1
4rhjfbEa,7,1
mMzgJ0Tc,4,1
duwclYWF,1,1
lkyrnH9h,7,1
0ivqdFen,7,1
